b_number,cog_letter,name,gene_product,go_class,go_term,cog_class,cog_category
b2387,No Annotation,fryb,putative PTS enzyme IIB component FryB,function,protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity,No Annotation,No Annotation
b2387,No Annotation,fryb,putative PTS enzyme IIB component FryB,function,transferase activity,No Annotation,No Annotation
b2387,No Annotation,fryb,putative PTS enzyme IIB component FryB,function,kinase activity,No Annotation,No Annotation
b2387,No Annotation,fryb,putative PTS enzyme IIB component FryB,function,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,No Annotation,No Annotation
b2386,No Annotation,fryc,putative PTS enzyme IIC component FryC,process,carbohydrate transmembrane transport,No Annotation,No Annotation
b2386,No Annotation,fryc,putative PTS enzyme IIC component FryC,process,carbohydrate transport,No Annotation,No Annotation
b2386,No Annotation,fryc,putative PTS enzyme IIC component FryC,process,phosphoenolpyruvate-dependent sugar phosphotransferase system,No Annotation,No Annotation
b2386,No Annotation,fryc,putative PTS enzyme IIC component FryC,component,plasma membrane,No Annotation,No Annotation
b2386,No Annotation,fryc,putative PTS enzyme IIC component FryC,component,integral component of membrane,No Annotation,No Annotation
b2386,No Annotation,fryc,putative PTS enzyme IIC component FryC,component,membrane,No Annotation,No Annotation
b2386,No Annotation,fryc,putative PTS enzyme IIC component FryC,function,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,No Annotation,No Annotation
